Origen,Destino,Peso
Nodo_4,Nodo_29,147
Nodo_2,Nodo_11,543
Nodo_2,Nodo_32,192
Nodo_42,Nodo_13,417
Nodo_2,Nodo_24,655
Nodo_9,Nodo_1,3
Nodo_38,Nodo_45,943
Nodo_20,Nodo_1,732
Nodo_1,Nodo_42,633
Nodo_11,Nodo_28,40
Nodo_25,Nodo_34,351
Nodo_8,Nodo_10,750
Nodo_20,Nodo_29,950
Nodo_35,Nodo_45,559
Nodo_32,Nodo_40,79
Nodo_46,Nodo_41,492
Nodo_37,Nodo_40,150
Nodo_31,Nodo_3,270
Nodo_22,Nodo_13,95
Nodo_40,Nodo_7,691
Nodo_46,Nodo_40,570
Nodo_20,Nodo_23,429
Nodo_25,Nodo_29,143
Nodo_35,Nodo_3,906
Nodo_14,Nodo_6,124
Nodo_15,Nodo_36,10
Nodo_42,Nodo_35,531
Nodo_33,Nodo_5,343
Nodo_28,Nodo_3,475
Nodo_3,Nodo_32,95
Nodo_44,Nodo_33,354
Nodo_18,Nodo_42,26
Nodo_2,Nodo_21,308
Nodo_23,Nodo_13,968
Nodo_18,Nodo_7,35
Nodo_32,Nodo_37,100
Nodo_10,Nodo_20,257
Nodo_41,Nodo_33,17
Nodo_23,Nodo_26,426
Nodo_30,Nodo_9,948
Nodo_17,Nodo_31,388
Nodo_47,Nodo_42,251
Nodo_14,Nodo_25,340
Nodo_6,Nodo_24,253
Nodo_11,Nodo_23,470
Nodo_28,Nodo_39,317
Nodo_12,Nodo_36,297
Nodo_9,Nodo_31,812
Nodo_22,Nodo_36,109
Nodo_22,Nodo_2,614
Nodo_36,Nodo_15,74
Nodo_43,Nodo_28,538
Nodo_20,Nodo_23,492
Nodo_2,Nodo_9,944
Nodo_25,Nodo_50,981
Nodo_12,Nodo_48,547
Nodo_33,Nodo_25,457
Nodo_45,Nodo_28,314
Nodo_6,Nodo_16,780
Nodo_18,Nodo_12,152
Nodo_37,Nodo_20,778
Nodo_27,Nodo_5,577
Nodo_25,Nodo_30,706
Nodo_36,Nodo_16,921
Nodo_48,Nodo_4,352
Nodo_29,Nodo_5,212
Nodo_22,Nodo_5,842
Nodo_31,Nodo_12,488
Nodo_31,Nodo_26,95
Nodo_8,Nodo_13,811
Nodo_13,Nodo_6,960
Nodo_18,Nodo_47,654
Nodo_29,Nodo_13,508
Nodo_40,Nodo_6,646
Nodo_16,Nodo_40,132
Nodo_4,Nodo_37,463
Nodo_8,Nodo_1,56
Nodo_3,Nodo_29,686
Nodo_28,Nodo_15,681
Nodo_13,Nodo_20,164
Nodo_17,Nodo_9,320
Nodo_27,Nodo_36,848
Nodo_10,Nodo_32,748
Nodo_34,Nodo_21,791
Nodo_38,Nodo_45,732
Nodo_5,Nodo_43,966
Nodo_2,Nodo_40,788
Nodo_47,Nodo_10,622
Nodo_30,Nodo_6,883
Nodo_38,Nodo_12,226
Nodo_38,Nodo_43,423
Nodo_47,Nodo_46,587
Nodo_29,Nodo_28,828
Nodo_45,Nodo_25,784
Nodo_17,Nodo_24,406
Nodo_20,Nodo_19,116
Nodo_40,Nodo_8,13
Nodo_44,Nodo_25,151
Nodo_22,Nodo_20,195
Nodo_25,Nodo_48,357
Nodo_32,Nodo_43,727
Nodo_11,Nodo_31,861
Nodo_41,Nodo_14,129
Nodo_31,Nodo_11,98
Nodo_31,Nodo_45,317
Nodo_46,Nodo_50,886
Nodo_15,Nodo_40,938
Nodo_26,Nodo_38,505
Nodo_25,Nodo_1,227
Nodo_23,Nodo_11,304
Nodo_4,Nodo_19,533
Nodo_41,Nodo_8,419
Nodo_46,Nodo_42,641
Nodo_17,Nodo_40,435
Nodo_13,Nodo_2,145
Nodo_10,Nodo_21,528
Nodo_10,Nodo_33,370
Nodo_34,Nodo_12,74
Nodo_45,Nodo_21,624
Nodo_20,Nodo_29,511
Nodo_14,Nodo_25,9
Nodo_39,Nodo_12,187
Nodo_2,Nodo_4,891
Nodo_33,Nodo_10,818
Nodo_2,Nodo_17,694
Nodo_38,Nodo_25,154
Nodo_27,Nodo_4,558
Nodo_6,Nodo_14,116
Nodo_24,Nodo_33,661
Nodo_4,Nodo_35,717
Nodo_20,Nodo_48,255
Nodo_14,Nodo_19,66
Nodo_25,Nodo_48,46
Nodo_27,Nodo_2,285
Nodo_38,Nodo_10,3
Nodo_25,Nodo_44,782
Nodo_46,Nodo_2,918
Nodo_33,Nodo_23,564
Nodo_21,Nodo_24,784
Nodo_33,Nodo_9,850
Nodo_40,Nodo_7,695
Nodo_21,Nodo_38,727
Nodo_30,Nodo_39,247
Nodo_35,Nodo_45,692
Nodo_37,Nodo_33,67
Nodo_11,Nodo_38,634
Nodo_18,Nodo_13,383
Nodo_21,Nodo_20,516
Nodo_12,Nodo_25,556
Nodo_23,Nodo_32,793
Nodo_18,Nodo_31,361
Nodo_2,Nodo_20,900
Nodo_40,Nodo_49,744
Nodo_39,Nodo_27,294
Nodo_27,Nodo_32,726
Nodo_47,Nodo_17,918
Nodo_7,Nodo_14,952
Nodo_11,Nodo_20,598
Nodo_46,Nodo_40,803
Nodo_24,Nodo_13,409
Nodo_27,Nodo_20,265
Nodo_26,Nodo_16,324
Nodo_23,Nodo_44,858
Nodo_42,Nodo_18,766
Nodo_31,Nodo_41,999
Nodo_37,Nodo_3,928
Nodo_43,Nodo_20,703
Nodo_43,Nodo_4,376
Nodo_35,Nodo_25,477
Nodo_7,Nodo_43,272
Nodo_15,Nodo_37,69
Nodo_21,Nodo_14,475
Nodo_32,Nodo_39,778
Nodo_39,Nodo_10,402
Nodo_30,Nodo_6,583
Nodo_2,Nodo_22,480
Nodo_15,Nodo_12,273
Nodo_27,Nodo_6,268
Nodo_34,Nodo_11,181
Nodo_48,Nodo_1,753
Nodo_48,Nodo_11,295
Nodo_1,Nodo_26,134
Nodo_38,Nodo_16,716
Nodo_4,Nodo_14,379
Nodo_26,Nodo_36,662
Nodo_19,Nodo_14,637
Nodo_5,Nodo_47,505
Nodo_1,Nodo_48,301
Nodo_36,Nodo_1,175
Nodo_47,Nodo_20,783
Nodo_33,Nodo_4,381
Nodo_29,Nodo_15,233
Nodo_49,Nodo_50,259
Nodo_3,Nodo_32,902
Nodo_37,Nodo_24,116
Nodo_2,Nodo_39,615
Nodo_18,Nodo_28,189
Nodo_3,Nodo_11,645
Nodo_35,Nodo_5,536
Nodo_42,Nodo_49,888
Nodo_27,Nodo_24,868
Nodo_44,Nodo_31,241
Nodo_42,Nodo_27,904
Nodo_13,Nodo_35,185
Nodo_22,Nodo_16,537
Nodo_7,Nodo_48,214
Nodo_50,Nodo_29,553
Nodo_27,Nodo_8,312
Nodo_28,Nodo_3,596
Nodo_10,Nodo_29,610
Nodo_10,Nodo_27,86
Nodo_13,Nodo_9,34
Nodo_10,Nodo_8,253
Nodo_26,Nodo_31,501
Nodo_2,Nodo_11,329
Nodo_12,Nodo_20,640
Nodo_46,Nodo_8,859
Nodo_35,Nodo_14,51
Nodo_16,Nodo_31,620
Nodo_40,Nodo_25,34
Nodo_40,Nodo_27,609
Nodo_12,Nodo_25,998
Nodo_2,Nodo_9,125
Nodo_32,Nodo_10,350
Nodo_29,Nodo_47,315
Nodo_9,Nodo_26,44
Nodo_34,Nodo_36,936
Nodo_10,Nodo_47,654
Nodo_29,Nodo_49,512
Nodo_11,Nodo_25,577
Nodo_42,Nodo_50,200
Nodo_30,Nodo_18,588
Nodo_31,Nodo_22,345
Nodo_41,Nodo_49,821
Nodo_27,Nodo_19,367
Nodo_37,Nodo_29,690
Nodo_12,Nodo_25,801
Nodo_24,Nodo_13,201
Nodo_22,Nodo_15,931
Nodo_43,Nodo_38,923
Nodo_41,Nodo_44,404
Nodo_7,Nodo_4,178
Nodo_47,Nodo_25,772
Nodo_27,Nodo_4,517
Nodo_44,Nodo_23,602
Nodo_5,Nodo_28,131
Nodo_42,Nodo_24,369
Nodo_1,Nodo_3,196
Nodo_1,Nodo_27,6
Nodo_44,Nodo_39,181
Nodo_13,Nodo_21,896
Nodo_29,Nodo_16,143
Nodo_4,Nodo_47,671
Nodo_4,Nodo_46,944
Nodo_2,Nodo_8,64
Nodo_31,Nodo_25,724
Nodo_27,Nodo_1,730
Nodo_14,Nodo_49,924
Nodo_13,Nodo_2,832
Nodo_6,Nodo_50,85
Nodo_2,Nodo_9,389
Nodo_6,Nodo_37,278
Nodo_31,Nodo_8,962
Nodo_38,Nodo_3,268
Nodo_21,Nodo_47,841
Nodo_20,Nodo_29,495
Nodo_45,Nodo_36,951
Nodo_19,Nodo_4,350
Nodo_33,Nodo_12,615
Nodo_31,Nodo_29,907
Nodo_38,Nodo_8,158
Nodo_24,Nodo_7,999
Nodo_35,Nodo_8,411
Nodo_42,Nodo_39,389
Nodo_46,Nodo_41,997
Nodo_30,Nodo_50,103
Nodo_14,Nodo_48,575
Nodo_50,Nodo_39,735
Nodo_47,Nodo_41,276
Nodo_50,Nodo_5,45
Nodo_40,Nodo_34,982
Nodo_35,Nodo_23,692
Nodo_33,Nodo_12,129
Nodo_33,Nodo_39,868
Nodo_17,Nodo_46,928
Nodo_17,Nodo_43,187
Nodo_41,Nodo_47,892
Nodo_30,Nodo_21,692
Nodo_14,Nodo_46,665
Nodo_3,Nodo_48,824
Nodo_42,Nodo_32,358
Nodo_8,Nodo_21,139
Nodo_44,Nodo_8,853
Nodo_32,Nodo_46,145
Nodo_2,Nodo_32,591
Nodo_11,Nodo_46,810
Nodo_4,Nodo_16,375
Nodo_37,Nodo_43,216
Nodo_37,Nodo_20,392
Nodo_43,Nodo_5,593
Nodo_47,Nodo_24,190
Nodo_47,Nodo_9,579
Nodo_33,Nodo_28,654
Nodo_23,Nodo_49,53
Nodo_41,Nodo_21,676
Nodo_13,Nodo_42,207
Nodo_33,Nodo_30,888
Nodo_45,Nodo_40,243
Nodo_37,Nodo_46,834
Nodo_32,Nodo_7,226
Nodo_20,Nodo_21,878
Nodo_29,Nodo_48,708
Nodo_32,Nodo_11,407
Nodo_19,Nodo_2,910
Nodo_37,Nodo_19,736
Nodo_49,Nodo_36,245
Nodo_29,Nodo_15,228
Nodo_38,Nodo_46,949
Nodo_26,Nodo_41,523
Nodo_26,Nodo_12,534
Nodo_47,Nodo_14,843
Nodo_38,Nodo_48,570
Nodo_18,Nodo_25,861
Nodo_30,Nodo_41,854
Nodo_16,Nodo_45,751
Nodo_32,Nodo_28,20
Nodo_37,Nodo_13,159
Nodo_6,Nodo_18,906
Nodo_24,Nodo_10,173
Nodo_49,Nodo_13,473
Nodo_33,Nodo_6,1000
Nodo_16,Nodo_40,501
Nodo_32,Nodo_4,116
Nodo_37,Nodo_21,923
Nodo_24,Nodo_40,310
Nodo_8,Nodo_43,288
Nodo_5,Nodo_22,362
Nodo_28,Nodo_14,417
Nodo_13,Nodo_8,906
Nodo_49,Nodo_4,371
Nodo_29,Nodo_19,724
Nodo_12,Nodo_21,9
Nodo_41,Nodo_2,216
Nodo_37,Nodo_45,332
Nodo_28,Nodo_3,105
Nodo_47,Nodo_7,475
Nodo_43,Nodo_2,542
Nodo_40,Nodo_43,507
Nodo_9,Nodo_6,438
Nodo_22,Nodo_28,334
Nodo_26,Nodo_43,675
Nodo_17,Nodo_46,410
Nodo_9,Nodo_38,51
Nodo_8,Nodo_28,45
Nodo_37,Nodo_41,943
Nodo_17,Nodo_35,438
Nodo_21,Nodo_32,520
Nodo_20,Nodo_5,485
Nodo_19,Nodo_10,755
Nodo_41,Nodo_14,931
Nodo_3,Nodo_47,422
Nodo_17,Nodo_31,774
Nodo_1,Nodo_33,369
Nodo_18,Nodo_20,152
Nodo_11,Nodo_2,83
Nodo_31,Nodo_38,942
Nodo_24,Nodo_28,319
Nodo_17,Nodo_20,281
Nodo_48,Nodo_7,404
Nodo_6,Nodo_43,203
Nodo_47,Nodo_14,291
Nodo_48,Nodo_17,478
Nodo_9,Nodo_18,346
Nodo_4,Nodo_26,427
Nodo_40,Nodo_19,964
Nodo_18,Nodo_22,898
Nodo_49,Nodo_29,363
Nodo_21,Nodo_16,887
Nodo_29,Nodo_9,480
Nodo_19,Nodo_27,50
Nodo_13,Nodo_14,808
Nodo_35,Nodo_18,657
Nodo_40,Nodo_22,110
Nodo_43,Nodo_38,361
Nodo_34,Nodo_5,934
Nodo_24,Nodo_2,645
Nodo_4,Nodo_30,919
Nodo_36,Nodo_18,764
Nodo_13,Nodo_42,53
Nodo_5,Nodo_34,491
Nodo_11,Nodo_41,409
Nodo_47,Nodo_27,205
Nodo_46,Nodo_10,238
Nodo_35,Nodo_19,318
Nodo_18,Nodo_34,586
Nodo_24,Nodo_13,182
Nodo_42,Nodo_36,780
Nodo_17,Nodo_43,585
Nodo_44,Nodo_14,324
Nodo_22,Nodo_15,157
Nodo_1,Nodo_36,666
Nodo_32,Nodo_31,514
Nodo_14,Nodo_32,870
Nodo_39,Nodo_30,239
Nodo_33,Nodo_1,162
Nodo_31,Nodo_14,467
Nodo_8,Nodo_49,910
Nodo_5,Nodo_13,224
Nodo_22,Nodo_36,760
Nodo_25,Nodo_47,932
Nodo_13,Nodo_42,314
Nodo_35,Nodo_16,326
Nodo_14,Nodo_4,82
Nodo_33,Nodo_18,602
Nodo_4,Nodo_7,657
Nodo_48,Nodo_8,944
Nodo_24,Nodo_11,739
Nodo_42,Nodo_48,704
Nodo_18,Nodo_11,884
Nodo_11,Nodo_12,86
Nodo_42,Nodo_17,946
Nodo_21,Nodo_17,60
Nodo_11,Nodo_2,746
Nodo_38,Nodo_5,708
Nodo_35,Nodo_45,273
Nodo_2,Nodo_27,243
Nodo_27,Nodo_3,448
Nodo_24,Nodo_10,406
Nodo_36,Nodo_30,647
Nodo_18,Nodo_23,237
Nodo_25,Nodo_12,482
Nodo_38,Nodo_11,852
Nodo_20,Nodo_50,966
Nodo_26,Nodo_30,452
Nodo_6,Nodo_10,601
Nodo_50,Nodo_9,973
Nodo_11,Nodo_45,9
Nodo_33,Nodo_14,826
Nodo_4,Nodo_3,753
Nodo_36,Nodo_33,506
Nodo_28,Nodo_47,635
Nodo_10,Nodo_3,946
Nodo_27,Nodo_39,560
Nodo_18,Nodo_32,988
Nodo_13,Nodo_27,412
Nodo_16,Nodo_15,838
Nodo_37,Nodo_43,34
Nodo_26,Nodo_21,625
Nodo_43,Nodo_22,310
Nodo_16,Nodo_21,176
Nodo_20,Nodo_45,184
Nodo_31,Nodo_2,798
Nodo_17,Nodo_7,133
Nodo_19,Nodo_32,279
Nodo_9,Nodo_20,306
Nodo_10,Nodo_22,79
Nodo_46,Nodo_31,575
Nodo_39,Nodo_25,140
Nodo_47,Nodo_27,943
Nodo_18,Nodo_45,760
Nodo_26,Nodo_31,805
Nodo_10,Nodo_22,931
Nodo_30,Nodo_1,486
Nodo_6,Nodo_4,567
Nodo_14,Nodo_38,980
Nodo_25,Nodo_38,533
Nodo_22,Nodo_28,970
Nodo_19,Nodo_43,719
Nodo_29,Nodo_35,636
Nodo_8,Nodo_39,614
Nodo_10,Nodo_33,187
Nodo_38,Nodo_6,79
Nodo_5,Nodo_20,903
Nodo_12,Nodo_31,98
Nodo_2,Nodo_6,337
Nodo_25,Nodo_43,23
Nodo_22,Nodo_12,997
Nodo_50,Nodo_47,895
Nodo_31,Nodo_50,812
Nodo_44,Nodo_2,174
Nodo_3,Nodo_39,342
Nodo_2,Nodo_33,907
Nodo_42,Nodo_26,228
Nodo_1,Nodo_47,956
Nodo_20,Nodo_37,669
Nodo_42,Nodo_18,817
Nodo_18,Nodo_50,963
Nodo_49,Nodo_38,735
Nodo_20,Nodo_42,654
Nodo_9,Nodo_39,516
Nodo_11,Nodo_47,947
Nodo_9,Nodo_18,251
Nodo_22,Nodo_49,670
Nodo_40,Nodo_41,536
Nodo_35,Nodo_37,108
Nodo_44,Nodo_45,334
Nodo_8,Nodo_25,114
Nodo_23,Nodo_15,440
Nodo_13,Nodo_15,674
Nodo_35,Nodo_17,318
Nodo_48,Nodo_14,925
Nodo_5,Nodo_33,928
Nodo_18,Nodo_41,554
Nodo_40,Nodo_38,667
Nodo_45,Nodo_4,64
Nodo_4,Nodo_28,136
Nodo_13,Nodo_1,868
Nodo_36,Nodo_24,761
Nodo_32,Nodo_35,608
Nodo_22,Nodo_38,595
Nodo_45,Nodo_10,169
Nodo_30,Nodo_16,232
Nodo_13,Nodo_27,728
Nodo_15,Nodo_20,275
Nodo_24,Nodo_6,834
Nodo_42,Nodo_25,811
Nodo_9,Nodo_31,311
Nodo_9,Nodo_19,868
Nodo_45,Nodo_29,469
Nodo_32,Nodo_27,611
Nodo_1,Nodo_28,326
Nodo_30,Nodo_16,896
Nodo_24,Nodo_45,503
Nodo_32,Nodo_40,507
Nodo_18,Nodo_37,441
Nodo_36,Nodo_24,196
Nodo_13,Nodo_46,942
Nodo_30,Nodo_23,337
Nodo_13,Nodo_5,334
Nodo_2,Nodo_5,715
Nodo_50,Nodo_7,614
Nodo_16,Nodo_13,688
Nodo_10,Nodo_11,989
Nodo_38,Nodo_32,708
Nodo_48,Nodo_18,4
Nodo_40,Nodo_41,626
Nodo_44,Nodo_34,265
Nodo_26,Nodo_50,777
Nodo_4,Nodo_7,508
Nodo_27,Nodo_29,471
Nodo_13,Nodo_12,64
Nodo_39,Nodo_45,807
Nodo_14,Nodo_19,408
Nodo_50,Nodo_17,418
Nodo_6,Nodo_45,345
Nodo_38,Nodo_36,621
Nodo_36,Nodo_49,569
Nodo_9,Nodo_27,117
Nodo_45,Nodo_44,421
Nodo_33,Nodo_45,915
Nodo_4,Nodo_15,523
Nodo_48,Nodo_46,57
Nodo_12,Nodo_34,681
Nodo_5,Nodo_2,191
Nodo_48,Nodo_8,248
Nodo_44,Nodo_27,204
Nodo_18,Nodo_19,899
Nodo_35,Nodo_11,506
Nodo_18,Nodo_45,865
Nodo_39,Nodo_14,870
Nodo_50,Nodo_28,337
Nodo_34,Nodo_23,995
Nodo_27,Nodo_10,871
Nodo_20,Nodo_7,345
Nodo_25,Nodo_11,461
Nodo_9,Nodo_38,654
Nodo_13,Nodo_30,156
Nodo_30,Nodo_43,583
Nodo_5,Nodo_3,600
Nodo_50,Nodo_14,980
Nodo_39,Nodo_31,256
Nodo_8,Nodo_32,489
Nodo_42,Nodo_7,592
Nodo_40,Nodo_5,224
Nodo_48,Nodo_11,317
Nodo_33,Nodo_31,734
Nodo_15,Nodo_47,140
Nodo_20,Nodo_10,793
Nodo_31,Nodo_27,45
Nodo_43,Nodo_1,994
Nodo_39,Nodo_13,403
Nodo_4,Nodo_48,952
Nodo_24,Nodo_1,26
Nodo_44,Nodo_37,77
Nodo_32,Nodo_13,739
Nodo_2,Nodo_19,184
Nodo_1,Nodo_18,350
Nodo_43,Nodo_38,553
Nodo_48,Nodo_5,513
Nodo_4,Nodo_25,196
Nodo_2,Nodo_14,219
Nodo_21,Nodo_13,940
Nodo_2,Nodo_23,767
Nodo_42,Nodo_25,83
Nodo_46,Nodo_11,834
Nodo_9,Nodo_8,292
Nodo_16,Nodo_21,280
Nodo_10,Nodo_29,124
Nodo_13,Nodo_38,136
Nodo_33,Nodo_49,11
Nodo_12,Nodo_40,356
Nodo_39,Nodo_3,607
Nodo_22,Nodo_2,385
Nodo_1,Nodo_48,876
Nodo_35,Nodo_12,648
Nodo_39,Nodo_26,9
Nodo_1,Nodo_3,885
Nodo_4,Nodo_6,920
Nodo_23,Nodo_36,310
Nodo_35,Nodo_46,776
Nodo_42,Nodo_46,194
Nodo_42,Nodo_45,902
Nodo_25,Nodo_41,657
Nodo_10,Nodo_11,272
Nodo_45,Nodo_14,739
Nodo_2,Nodo_43,113
Nodo_50,Nodo_27,552
Nodo_34,Nodo_23,569
Nodo_4,Nodo_49,658
Nodo_13,Nodo_50,382
Nodo_25,Nodo_48,665
Nodo_35,Nodo_9,683
Nodo_27,Nodo_16,637
Nodo_47,Nodo_33,579
Nodo_9,Nodo_34,184
Nodo_32,Nodo_31,521
Nodo_44,Nodo_26,650
Nodo_25,Nodo_16,477
Nodo_50,Nodo_9,845
Nodo_36,Nodo_49,41
Nodo_49,Nodo_39,872
Nodo_2,Nodo_30,711
Nodo_2,Nodo_20,880
Nodo_24,Nodo_1,515
Nodo_10,Nodo_30,219
Nodo_13,Nodo_43,771
Nodo_1,Nodo_7,695
Nodo_13,Nodo_8,499
Nodo_30,Nodo_10,603
Nodo_3,Nodo_9,64
Nodo_11,Nodo_19,589
Nodo_5,Nodo_34,835
Nodo_28,Nodo_48,325
Nodo_26,Nodo_16,385
Nodo_22,Nodo_23,174
Nodo_13,Nodo_12,30
Nodo_11,Nodo_17,946
Nodo_33,Nodo_3,163
Nodo_1,Nodo_38,148
Nodo_33,Nodo_7,833
Nodo_22,Nodo_28,215
Nodo_13,Nodo_6,297
Nodo_8,Nodo_19,804
Nodo_20,Nodo_17,564
Nodo_2,Nodo_25,768
Nodo_11,Nodo_39,600
Nodo_12,Nodo_17,87
Nodo_46,Nodo_49,911
Nodo_32,Nodo_34,141
Nodo_10,Nodo_2,657
Nodo_9,Nodo_37,934
Nodo_25,Nodo_44,399
Nodo_31,Nodo_16,924
Nodo_20,Nodo_26,540
Nodo_39,Nodo_22,944
Nodo_35,Nodo_19,290
Nodo_43,Nodo_22,92
Nodo_11,Nodo_18,981
Nodo_41,Nodo_28,670
Nodo_15,Nodo_32,460
Nodo_4,Nodo_19,162
Nodo_27,Nodo_6,599
Nodo_15,Nodo_35,727
Nodo_31,Nodo_10,498
Nodo_8,Nodo_33,852
Nodo_6,Nodo_46,407
Nodo_49,Nodo_20,372
Nodo_35,Nodo_7,935
Nodo_9,Nodo_31,222
Nodo_16,Nodo_24,888
Nodo_45,Nodo_27,746
Nodo_21,Nodo_2,309
Nodo_50,Nodo_30,584
Nodo_28,Nodo_2,372
Nodo_8,Nodo_30,171
Nodo_40,Nodo_43,40
Nodo_37,Nodo_47,410
Nodo_9,Nodo_22,153
Nodo_25,Nodo_29,935
Nodo_14,Nodo_25,31
Nodo_43,Nodo_13,847
Nodo_47,Nodo_1,249
Nodo_15,Nodo_26,573
Nodo_14,Nodo_23,895
Nodo_1,Nodo_17,111
Nodo_20,Nodo_43,135
Nodo_20,Nodo_34,215
Nodo_29,Nodo_50,252
Nodo_42,Nodo_31,712
Nodo_31,Nodo_25,556
Nodo_22,Nodo_17,968
Nodo_39,Nodo_3,52
Nodo_2,Nodo_35,612
Nodo_46,Nodo_18,108
Nodo_37,Nodo_24,243
Nodo_32,Nodo_21,392
Nodo_46,Nodo_3,106
Nodo_14,Nodo_33,103
Nodo_18,Nodo_6,36
Nodo_10,Nodo_26,972
Nodo_43,Nodo_13,779
Nodo_34,Nodo_39,700
Nodo_7,Nodo_17,994
Nodo_15,Nodo_28,89
Nodo_38,Nodo_27,33
Nodo_15,Nodo_22,538
Nodo_39,Nodo_37,381
Nodo_47,Nodo_40,330
Nodo_19,Nodo_39,558
Nodo_11,Nodo_33,767
Nodo_47,Nodo_24,777
Nodo_47,Nodo_31,787
Nodo_33,Nodo_17,244
Nodo_40,Nodo_16,833
Nodo_34,Nodo_18,671
Nodo_17,Nodo_8,703
Nodo_44,Nodo_25,299
Nodo_31,Nodo_22,813
Nodo_10,Nodo_34,999
Nodo_2,Nodo_17,556
Nodo_32,Nodo_10,525
Nodo_1,Nodo_44,855
Nodo_19,Nodo_32,331
Nodo_9,Nodo_20,913
Nodo_6,Nodo_20,436
Nodo_1,Nodo_4,390
Nodo_3,Nodo_30,65
Nodo_47,Nodo_30,724
Nodo_4,Nodo_31,644
Nodo_49,Nodo_4,736
Nodo_1,Nodo_30,878
Nodo_27,Nodo_2,536
Nodo_10,Nodo_41,630
Nodo_42,Nodo_32,481
Nodo_32,Nodo_3,396
Nodo_29,Nodo_14,364
Nodo_20,Nodo_45,167
Nodo_8,Nodo_38,725
Nodo_38,Nodo_17,743
Nodo_47,Nodo_26,755
Nodo_42,Nodo_14,135
Nodo_10,Nodo_42,829
Nodo_29,Nodo_32,853
Nodo_14,Nodo_27,485
Nodo_11,Nodo_20,854
Nodo_47,Nodo_32,932
Nodo_26,Nodo_14,777
Nodo_33,Nodo_32,321
Nodo_49,Nodo_15,558
Nodo_2,Nodo_34,420
Nodo_39,Nodo_13,127
Nodo_7,Nodo_43,907
Nodo_45,Nodo_42,345
Nodo_27,Nodo_12,10
Nodo_16,Nodo_33,482
Nodo_17,Nodo_30,740
Nodo_9,Nodo_4,725
Nodo_17,Nodo_30,267
Nodo_11,Nodo_17,516
Nodo_4,Nodo_37,915
Nodo_30,Nodo_18,639
Nodo_16,Nodo_44,511
Nodo_37,Nodo_15,678
Nodo_30,Nodo_36,998
Nodo_43,Nodo_5,226
Nodo_32,Nodo_2,47
Nodo_43,Nodo_1,354
Nodo_21,Nodo_38,393
Nodo_14,Nodo_19,496
Nodo_26,Nodo_12,485
Nodo_5,Nodo_47,226
Nodo_30,Nodo_33,173
Nodo_24,Nodo_27,630
Nodo_18,Nodo_29,96
Nodo_4,Nodo_49,837
Nodo_31,Nodo_34,191
Nodo_40,Nodo_36,544
Nodo_29,Nodo_10,643
Nodo_39,Nodo_9,92
Nodo_26,Nodo_9,507
Nodo_34,Nodo_13,892
Nodo_13,Nodo_16,343
Nodo_16,Nodo_26,229
Nodo_49,Nodo_1,580
Nodo_2,Nodo_6,549
Nodo_13,Nodo_26,926
Nodo_36,Nodo_9,209
Nodo_34,Nodo_50,228
Nodo_13,Nodo_22,210
Nodo_12,Nodo_1,356
Nodo_29,Nodo_45,148
Nodo_41,Nodo_21,836
Nodo_24,Nodo_50,562
Nodo_3,Nodo_12,564
Nodo_46,Nodo_18,104
Nodo_49,Nodo_15,177
Nodo_20,Nodo_45,979
Nodo_24,Nodo_30,476
Nodo_37,Nodo_44,25
Nodo_28,Nodo_48,469
Nodo_45,Nodo_31,796
Nodo_17,Nodo_6,780
Nodo_28,Nodo_42,651
Nodo_25,Nodo_38,348
Nodo_34,Nodo_6,116
Nodo_45,Nodo_36,864
Nodo_9,Nodo_47,487
Nodo_9,Nodo_5,620
Nodo_47,Nodo_48,659
Nodo_24,Nodo_43,947
Nodo_1,Nodo_8,225
Nodo_23,Nodo_9,905
Nodo_2,Nodo_28,761
Nodo_9,Nodo_45,667
Nodo_38,Nodo_36,51
Nodo_18,Nodo_43,565
Nodo_2,Nodo_38,460
Nodo_38,Nodo_31,162
Nodo_44,Nodo_43,175
Nodo_43,Nodo_48,593
Nodo_44,Nodo_30,633
Nodo_30,Nodo_47,710
Nodo_21,Nodo_10,790
Nodo_47,Nodo_4,177
Nodo_28,Nodo_21,518
Nodo_30,Nodo_41,628
Nodo_48,Nodo_43,302
Nodo_12,Nodo_38,157
Nodo_49,Nodo_43,815
Nodo_46,Nodo_15,347
Nodo_33,Nodo_48,282
Nodo_20,Nodo_47,587
Nodo_2,Nodo_9,306
Nodo_37,Nodo_26,257
Nodo_5,Nodo_13,260
Nodo_12,Nodo_43,987
Nodo_43,Nodo_25,264
Nodo_6,Nodo_4,385
Nodo_28,Nodo_45,758
Nodo_32,Nodo_45,591
Nodo_14,Nodo_23,994
Nodo_22,Nodo_43,725
Nodo_8,Nodo_21,854
Nodo_1,Nodo_21,64
Nodo_38,Nodo_37,464
Nodo_28,Nodo_46,261
Nodo_29,Nodo_37,779
Nodo_12,Nodo_4,676
Nodo_41,Nodo_21,104
Nodo_35,Nodo_41,750
Nodo_39,Nodo_49,505
Nodo_40,Nodo_1,418
Nodo_33,Nodo_25,782
Nodo_42,Nodo_14,888
Nodo_42,Nodo_1,457
Nodo_9,Nodo_27,784
Nodo_37,Nodo_33,778
Nodo_49,Nodo_24,487
Nodo_35,Nodo_6,613
Nodo_12,Nodo_7,499
Nodo_44,Nodo_21,236
Nodo_28,Nodo_39,134
Nodo_14,Nodo_32,992
Nodo_16,Nodo_5,926
